order_id,line_index,sku,dc,pgi,demand,cpp,unit_revenue,filled,pallets,loose_cases,shortfall_cases,revenue,penalty
5485456896,20483,12502286,5083,2024-06-26,144,128,40.979166666666664,144.0,1.0,16.0,0.0,5901.0,0.0
5485456896,20484,12502274,5083,2024-06-26,144,128,33.263888888888886,144.0,1.0,16.0,0.0,4790.0,0.0
5485456896,20485,12571489,5083,2024-06-26,2,84,279.0,2.0,0.0,2.0,0.0,558.0,0.0
5485456896,20486,12502689,5083,2024-06-26,144,128,41.9375,144.0,1.0,16.0,0.0,6039.0,0.0
5485456896,20487,12147839,5083,2024-06-26,8,180,48.125,8.0,0.0,8.0,0.0,385.0,0.0
5485456896,20488,12452095,5083,2024-06-26,34,128,42.8235294117647,34.0,0.0,34.0,0.0,1456.0,0.0
5485456896,20489,12591203,5083,2024-06-26,36,128,52.833333333333336,36.0,0.0,36.0,0.0,1902.0,0.0
5485456896,20490,12493312,5083,2024-06-26,8,128,90.375,8.0,0.0,8.0,0.0,723.0,0.0
5485456896,20491,12408918,5083,2024-06-26,128,128,208.21875,128.0,1.0,0.0,0.0,26652.0,0.0
5485456896,20492,12560314,5083,2024-06-26,3,128,35.666666666666664,3.0,0.0,3.0,0.0,107.0,0.0
5485456896,20493,12352102,5083,2024-06-26,8,60,161.0,8.0,0.0,8.0,0.0,1288.0,0.0
5485456896,20494,12453453,5083,2024-06-26,18,128,32.833333333333336,18.0,0.0,18.0,0.0,591.0,0.0
5485456896,20495,12468559,5083,2024-06-26,1,147,27.0,1.0,0.0,1.0,0.0,27.0,0.0
5485456896,20496,12451633,5083,2024-06-26,28,128,89.78571428571429,28.0,0.0,28.0,0.0,2514.0,0.0
5485456896,20497,12527215,5083,2024-06-26,13,128,158.30769230769232,13.0,0.0,13.0,0.0,2058.0,0.0
5485456896,20498,12502679,5083,2024-06-26,144,128,45.61805555555556,144.0,1.0,16.0,0.0,6569.0,0.0
5485456896,20499,12591189,5083,2024-06-26,45,128,36.08888888888889,45.0,0.0,45.0,0.0,1624.0,0.0
5485456896,20500,12352103,5083,2024-06-26,16,60,161.0,16.0,0.0,16.0,0.0,2576.0,0.0
5485456896,20501,12408923,5083,2024-06-26,144,128,160.13888888888889,144.0,1.0,16.0,0.0,23060.0,0.0
5485456896,20502,12445173,5083,2024-06-26,15,128,192.0,0.0,0.0,0.0,15.0,0.0,431.99999999999994
5485456896,20503,12408794,5083,2024-06-26,16,128,160.125,16.0,0.0,16.0,0.0,2562.0,0.0
5485456896,20504,12464372,5083,2024-06-26,23,128,42.82608695652174,23.0,0.0,23.0,0.0,985.0000000000001,0.0
5485456896,20505,12451623,5083,2024-06-26,1,128,89.0,1.0,0.0,1.0,0.0,89.0,0.0
5485456896,20506,12453435,5083,2024-06-26,5,128,32.8,5.0,0.0,5.0,0.0,164.0,0.0
5485456896,20507,12591202,5083,2024-06-26,23,128,52.82608695652174,23.0,0.0,23.0,0.0,1215.0,0.0
5485456896,20508,12504648,5083,2024-06-26,256,128,30.15625,256.0,2.0,0.0,0.0,7720.0,0.0
5485456896,20509,12408875,5083,2024-06-26,16,128,204.4375,16.0,0.0,16.0,0.0,3271.0,0.0
5485456896,20510,12524433,5083,2024-06-26,3,128,112.66666666666667,0.0,0.0,0.0,3.0,0.0,50.699999999999996
5485456896,20511,12591187,5083,2024-06-26,21,128,36.04761904761905,21.0,0.0,21.0,0.0,757.0000000000001,0.0
5485456896,20512,12591198,5083,2024-06-26,14,128,56.857142857142854,14.0,0.0,14.0,0.0,796.0,0.0
5485456896,20513,12504638,5083,2024-06-26,144,128,71.38888888888889,144.0,1.0,16.0,0.0,10280.0,0.0
5485456896,20514,12560614,5083,2024-06-26,3,128,48.333333333333336,3.0,0.0,3.0,0.0,145.0,0.0
5485456896,20515,12567750,5083,2024-06-26,258,136,29.767441860465116,0.0,0.0,0.0,258.0,0.0,1152.0
5485456896,20516,12504650,5083,2024-06-26,256,128,38.078125,256.0,2.0,0.0,0.0,9748.0,0.0
5485456896,20517,12584376,5083,2024-06-26,12,128,38.166666666666664,12.0,0.0,12.0,0.0,458.0,0.0
5485630312,1937,12535161,5083,2024-06-26,31,128,207.90322580645162,31.0,0.0,31.0,0.0,6445.0,0.0
5485630312,1938,12535136,5083,2024-06-26,33,128,213.93939393939394,33.0,0.0,33.0,0.0,7060.0,0.0
5485630312,1939,12500751,5083,2024-06-26,48,128,85.58333333333333,0.0,0.0,0.0,48.0,0.0,616.1999999999999
5485630312,1940,12573451,5083,2024-06-26,8,128,29.625,8.0,0.0,8.0,0.0,237.0,0.0
5485630312,1941,12510902,5083,2024-06-26,36,128,42.80555555555556,36.0,0.0,36.0,0.0,1541.0,0.0
5485630312,1942,12502285,5083,2024-06-26,144,128,28.583333333333332,144.0,1.0,16.0,0.0,4116.0,0.0
5485630312,1943,9517630,5083,2024-06-26,1,160,64.0,1.0,0.0,1.0,0.0,64.0,0.0
5485630312,1944,12352104,5083,2024-06-26,31,60,161.0,31.0,0.0,31.0,0.0,4991.0,0.0
5485630312,1945,12500021,5083,2024-06-26,128,128,65.625,128.0,1.0,0.0,0.0,8400.0,0.0
5485630312,1946,12493315,5083,2024-06-26,3,120,91.33333333333333,3.0,0.0,3.0,0.0,274.0,0.0
5485630312,1947,12432376,5083,2024-06-26,1,120,33.0,1.0,0.0,1.0,0.0,33.0,0.0
5485630312,1948,12416276,5083,2024-06-26,1,120,85.0,1.0,0.0,1.0,0.0,85.0,0.0
5485630312,1949,12575290,5083,2024-06-26,271,105,28.088560885608857,271.0,2.0,61.0,0.0,7612.0,0.0
5485630312,1950,9519773,5083,2024-06-26,1,160,64.0,1.0,0.0,1.0,0.0,64.0,0.0
5485630312,1951,12493314,5083,2024-06-26,51,128,88.2156862745098,51.0,0.0,51.0,0.0,4499.0,0.0
5485630312,1952,12574185,5083,2024-06-26,12,84,279.0,12.0,0.0,12.0,0.0,3348.0,0.0
5485630312,1953,12591220,5083,2024-06-26,3,128,36.0,3.0,0.0,3.0,0.0,108.0,0.0
5485630312,1954,12451640,5083,2024-06-26,4,128,89.75,4.0,0.0,4.0,0.0,359.0,0.0
5485630312,1955,12591211,5083,2024-06-26,51,128,52.84313725490196,51.0,0.0,51.0,0.0,2695.0,0.0
5485630312,1956,12502286,5083,2024-06-26,144,128,40.979166666666664,144.0,1.0,16.0,0.0,5901.0,0.0
5485630312,1957,12321221,5083,2024-06-26,1,120,189.0,1.0,0.0,1.0,0.0,189.0,0.0
5485630312,1958,12502274,5083,2024-06-26,144,128,33.263888888888886,144.0,1.0,16.0,0.0,4790.0,0.0
5485630312,1959,12551074,5083,2024-06-26,3,98,39.333333333333336,3.0,0.0,3.0,0.0,118.0,0.0
5485630312,1960,12571489,5083,2024-06-26,2,84,279.0,2.0,0.0,2.0,0.0,558.0,0.0
5485630312,1961,12408920,5083,2024-06-26,128,128,214.1953125,128.0,1.0,0.0,0.0,27417.0,0.0
5485630312,1962,12147839,5083,2024-06-26,11,180,48.18181818181818,11.0,0.0,11.0,0.0,530.0,0.0
5485630312,1963,12452095,5083,2024-06-26,153,128,42.8235294117647,153.0,1.0,25.0,0.0,6552.0,0.0
